x-axis,1,2,3
second,Volt,Volt,Volt
-4.1300E-03,+3.1562500E+00,+1.7375000E+00,+1.9625001E+00
-4.1200E-03,+3.2812500E+00,+1.9250000E+00,+2.3375001E+00
-4.1100E-03,+3.2812500E+00,+2.2062500E+00,+2.6812501E+00
-4.1000E-03,+3.2500000E+00,+2.4875000E+00,+3.0562501E+00
-4.0900E-03,+3.0000000E+00,+2.7687500E+00,+3.2437501E+00
-4.0800E-03,+2.7187500E+00,+3.0187500E+00,+3.4000001E+00
-4.0700E-03,+2.4062500E+00,+3.1750000E+00,+3.3687501E+00
-4.0600E-03,+2.0625000E+00,+3.2062500E+00,+3.2437501E+00
-4.0500E-03,+1.7812500E+00,+3.2062500E+00,+2.9937501E+00
-4.0400E-03,+1.5625000E+00,+3.0812500E+00,+2.7437501E+00
-4.0300E-03,+1.5625000E+00,+2.8000000E+00,+2.3375001E+00
-4.0200E-03,+1.5625000E+00,+2.5500000E+00,+1.9937501E+00
-4.0100E-03,+1.7500000E+00,+2.2687500E+00,+1.7437501E+00
-4.0000E-03,+2.0000000E+00,+1.9562500E+00,+1.5875001E+00
-3.9900E-03,+2.3125000E+00,+1.8000000E+00,+1.5250001E+00
-3.9800E-03,+2.6562500E+00,+1.7062500E+00,+1.5875001E+00
-3.9700E-03,+3.0000000E+00,+1.7062500E+00,+1.7437501E+00
-3.9600E-03,+3.2500000E+00,+1.8000000E+00,+2.0562501E+00
-3.9500E-03,+3.2812500E+00,+1.9875000E+00,+2.3687501E+00
-3.9400E-03,+3.2500000E+00,+2.2687500E+00,+2.7750001E+00
-3.9300E-03,+3.1562500E+00,+2.4875000E+00,+3.0250001E+00
-3.9200E-03,+2.9062500E+00,+2.8000000E+00,+3.2750001E+00
-3.9100E-03,+2.6250000E+00,+3.0187500E+00,+3.3687501E+00
-3.9000E-03,+2.2500000E+00,+3.1750000E+00,+3.3375001E+00
-3.8900E-03,+1.9687500E+00,+3.2062500E+00,+3.1500001E+00
-3.8800E-03,+1.6875000E+00,+3.1125000E+00,+2.9000001E+00
-3.8700E-03,+1.5625000E+00,+2.9875000E+00,+2.5562501E+00
-3.8600E-03,+1.5312500E+00,+2.7062500E+00,+2.2125001E+00
-3.8500E-03,+1.6250000E+00,+2.3937500E+00,+1.9312501E+00
-3.8400E-03,+1.8750000E+00,+2.1750000E+00,+1.6500001E+00
-3.8300E-03,+2.1250000E+00,+1.9250000E+00,+1.5562501E+00
-3.8200E-03,+2.5312500E+00,+1.7687500E+00,+1.5562501E+00
-3.8100E-03,+2.8437500E+00,+1.7062500E+00,+1.6812501E+00
-3.8000E-03,+3.0937500E+00,+1.7375000E+00,+1.9625001E+00
-3.7900E-03,+3.2812500E+00,+1.8937500E+00,+2.2437501E+00
-3.7800E-03,+3.3437500E+00,+2.0812500E+00,+2.6187501E+00
-3.7700E-03,+3.1875000E+00,+2.3625000E+00,+2.9312501E+00
-3.7600E-03,+2.9687500E+00,+2.6437500E+00,+3.1812501E+00
-3.7500E-03,+2.7187500E+00,+2.8937500E+00,+3.3062501E+00
-3.7400E-03,+2.3437500E+00,+3.0812500E+00,+3.3062501E+00
-3.7300E-03,+2.0000000E+00,+3.1750000E+00,+3.1812501E+00
-3.7200E-03,+1.7500000E+00,+3.1437500E+00,+2.9937501E+00
-3.7100E-03,+1.5312500E+00,+2.9875000E+00,+2.6812501E+00
-3.7000E-03,+1.5000000E+00,+2.8000000E+00,+2.3375001E+00
-3.6900E-03,+1.6250000E+00,+2.5500000E+00,+1.9937501E+00
-3.6800E-03,+1.8125000E+00,+2.2375000E+00,+1.7437501E+00
-3.6700E-03,+2.1250000E+00,+1.9562500E+00,+1.5875001E+00
-3.6600E-03,+2.4687500E+00,+1.8000000E+00,+1.5875001E+00
-3.6500E-03,+2.8437500E+00,+1.7375000E+00,+1.6812501E+00
-3.6400E-03,+3.0937500E+00,+1.7687500E+00,+1.9000001E+00
-3.6300E-03,+3.2812500E+00,+1.8937500E+00,+2.1812501E+00
-3.6200E-03,+3.3437500E+00,+2.0812500E+00,+2.5250001E+00
-3.6100E-03,+3.2500000E+00,+2.3312500E+00,+2.8687501E+00
-3.6000E-03,+3.0312500E+00,+2.6125000E+00,+3.1187501E+00
-3.5900E-03,+2.7187500E+00,+2.8625000E+00,+3.2437501E+00
-3.5800E-03,+2.3750000E+00,+3.0500000E+00,+3.3062501E+00
-3.5700E-03,+2.0312500E+00,+3.1437500E+00,+3.1812501E+00
-3.5600E-03,+1.7500000E+00,+3.0812500E+00,+2.9625001E+00
-3.5500E-03,+1.5625000E+00,+2.9875000E+00,+2.6812501E+00
-3.5400E-03,+1.4687500E+00,+2.7687500E+00,+2.3062501E+00
-3.5300E-03,+1.6250000E+00,+2.5187500E+00,+1.9937501E+00
-3.5200E-03,+1.8437500E+00,+2.2375000E+00,+1.7750001E+00
-3.5100E-03,+2.1875000E+00,+1.9875000E+00,+1.6187501E+00
-3.5000E-03,+2.5312500E+00,+1.8312500E+00,+1.5875001E+00
-3.4900E-03,+2.8437500E+00,+1.7687500E+00,+1.7437501E+00
-3.4800E-03,+3.1250000E+00,+1.8000000E+00,+1.9625001E+00
-3.4700E-03,+3.2812500E+00,+1.8937500E+00,+2.2750001E+00
-3.4600E-03,+3.3125000E+00,+2.1437500E+00,+2.6187501E+00
-3.4500E-03,+3.2187500E+00,+2.3937500E+00,+2.9312501E+00
-3.4400E-03,+2.9687500E+00,+2.6437500E+00,+3.1500001E+00
-3.4300E-03,+2.6250000E+00,+2.8937500E+00,+3.2437501E+00
-3.4200E-03,+2.2500000E+00,+3.0812500E+00,+3.2750001E+00
-3.4100E-03,+1.9062500E+00,+3.1125000E+00,+3.1187501E+00
-3.4000E-03,+1.6250000E+00,+3.0812500E+00,+2.9312501E+00
-3.3900E-03,+1.5625000E+00,+2.9250000E+00,+2.5875001E+00
-3.3800E-03,+1.5000000E+00,+2.6750000E+00,+2.2125001E+00
-3.3700E-03,+1.6875000E+00,+2.4250000E+00,+1.9625001E+00
-3.3600E-03,+2.0000000E+00,+2.1750000E+00,+1.6812501E+00
-3.3500E-03,+2.2812500E+00,+1.9875000E+00,+1.5875001E+00
-3.3400E-03,+2.6250000E+00,+1.8312500E+00,+1.6500001E+00
-3.3300E-03,+2.9687500E+00,+1.7687500E+00,+1.7750001E+00
-3.3200E-03,+3.2187500E+00,+1.8937500E+00,+2.0562501E+00
-3.3100E-03,+3.3437500E+00,+2.0187500E+00,+2.3687501E+00
-3.3000E-03,+3.2500000E+00,+2.2375000E+00,+2.7125001E+00
-3.2900E-03,+3.0625000E+00,+2.5187500E+00,+2.9937501E+00
-3.2800E-03,+2.8125000E+00,+2.7375000E+00,+3.1812501E+00
-3.2700E-03,+2.5000000E+00,+2.9562500E+00,+3.2750001E+00
-3.2600E-03,+2.0625000E+00,+3.0812500E+00,+3.1812501E+00
-3.2500E-03,+1.7500000E+00,+3.1125000E+00,+2.9625001E+00
-3.2400E-03,+1.5937500E+00,+2.9875000E+00,+2.7125001E+00
-3.2300E-03,+1.5312500E+00,+2.8000000E+00,+2.4000001E+00
-3.2200E-03,+1.6250000E+00,+2.5187500E+00,+2.0875001E+00
-3.2100E-03,+1.8125000E+00,+2.3000000E+00,+1.8062501E+00
-3.2000E-03,+2.1562500E+00,+2.0812500E+00,+1.6500001E+00
-3.1900E-03,+2.5312500E+00,+1.9250000E+00,+1.6187501E+00
-3.1800E-03,+2.9062500E+00,+1.8000000E+00,+1.7437501E+00
-3.1700E-03,+3.1250000E+00,+1.8312500E+00,+1.9625001E+00
-3.1600E-03,+3.3125000E+00,+1.9562500E+00,+2.2437501E+00
-3.1500E-03,+3.3437500E+00,+2.1750000E+00,+2.5875001E+00
-3.1400E-03,+3.1250000E+00,+2.3937500E+00,+2.9000001E+00
-3.1300E-03,+2.9062500E+00,+2.6437500E+00,+3.1187501E+00
-3.1200E-03,+2.5625000E+00,+2.8625000E+00,+3.2125001E+00
-3.1100E-03,+2.1250000E+00,+3.0500000E+00,+3.1812501E+00
-3.1000E-03,+1.8125000E+00,+3.0500000E+00,+3.0562501E+00
-3.0900E-03,+1.5937500E+00,+2.9875000E+00,+2.7750001E+00
-3.0800E-03,+1.5312500E+00,+2.8312500E+00,+2.4937501E+00
-3.0700E-03,+1.5625000E+00,+2.5812500E+00,+2.1500001E+00
-3.0600E-03,+1.7812500E+00,+2.3625000E+00,+1.9000001E+00
-3.0500E-03,+2.0937500E+00,+2.1125000E+00,+1.7125001E+00
-3.0400E-03,+2.4687500E+00,+1.9562500E+00,+1.6500001E+00
-3.0300E-03,+2.8125000E+00,+1.8000000E+00,+1.7437501E+00
-3.0200E-03,+3.1250000E+00,+1.8312500E+00,+1.9312501E+00
-3.0100E-03,+3.2812500E+00,+1.9562500E+00,+2.2437501E+00
-3.0000E-03,+3.2812500E+00,+2.1437500E+00,+2.5562501E+00
-2.9900E-03,+3.1562500E+00,+2.3625000E+00,+2.8687501E+00
-2.9800E-03,+2.9062500E+00,+2.6437500E+00,+3.0875001E+00
-2.9700E-03,+2.5312500E+00,+2.8625000E+00,+3.1812501E+00
-2.9600E-03,+2.1875000E+00,+3.0187500E+00,+3.1812501E+00
-2.9500E-03,+1.8750000E+00,+3.0500000E+00,+3.0250001E+00
-2.9400E-03,+1.6250000E+00,+2.9875000E+00,+2.7750001E+00
-2.9300E-03,+1.5312500E+00,+2.8312500E+00,+2.4937501E+00
-2.9200E-03,+1.5937500E+00,+2.6125000E+00,+2.1812501E+00
-2.9100E-03,+1.8437500E+00,+2.3312500E+00,+1.9312501E+00
-2.9000E-03,+2.0937500E+00,+2.1125000E+00,+1.7125001E+00
-2.8900E-03,+2.4687500E+00,+1.9562500E+00,+1.6500001E+00
-2.8800E-03,+2.8750000E+00,+1.8625000E+00,+1.7437501E+00
-2.8700E-03,+3.1250000E+00,+1.8312500E+00,+1.9312501E+00
-2.8600E-03,+3.2812500E+00,+1.9875000E+00,+2.2750001E+00
-2.8500E-03,+3.3125000E+00,+2.1437500E+00,+2.5875001E+00
-2.8400E-03,+3.1250000E+00,+2.4250000E+00,+2.8687501E+00
-2.8300E-03,+2.8750000E+00,+2.6750000E+00,+3.0875001E+00
-2.8200E-03,+2.5312500E+00,+2.8312500E+00,+3.1812501E+00
-2.8100E-03,+2.1250000E+00,+2.9875000E+00,+3.1500001E+00
-2.8000E-03,+1.7812500E+00,+3.0187500E+00,+2.9937501E+00
-2.7900E-03,+1.5312500E+00,+2.9562500E+00,+2.7125001E+00
-2.7800E-03,+1.5000000E+00,+2.8000000E+00,+2.4312501E+00
-2.7700E-03,+1.6562500E+00,+2.5500000E+00,+2.1187501E+00
-2.7600E-03,+1.8750000E+00,+2.3000000E+00,+1.8375001E+00
-2.7500E-03,+2.1875000E+00,+2.0812500E+00,+1.7125001E+00
-2.7400E-03,+2.5937500E+00,+1.9562500E+00,+1.6812501E+00
-2.7300E-03,+2.9687500E+00,+1.8625000E+00,+1.8375001E+00
-2.7200E-03,+3.1875000E+00,+1.8937500E+00,+2.0562501E+00
-2.7100E-03,+3.2812500E+00,+2.0187500E+00,+2.3062501E+00
-2.7000E-03,+3.2187500E+00,+2.2375000E+00,+2.6812501E+00
-2.6900E-03,+3.0937500E+00,+2.4562500E+00,+2.9312501E+00
-2.6800E-03,+2.7500000E+00,+2.7062500E+00,+3.0875001E+00
-2.6700E-03,+2.3750000E+00,+2.8625000E+00,+3.1500001E+00
-2.6600E-03,+2.0000000E+00,+2.9875000E+00,+3.0875001E+00
-2.6500E-03,+1.6875000E+00,+2.9875000E+00,+2.9000001E+00
-2.6400E-03,+1.5312500E+00,+2.8937500E+00,+2.6500001E+00
-2.6300E-03,+1.5312500E+00,+2.7062500E+00,+2.3062501E+00
-2.6200E-03,+1.6875000E+00,+2.4562500E+00,+1.9937501E+00
-2.6100E-03,+2.0000000E+00,+2.2062500E+00,+1.8062501E+00
-2.6000E-03,+2.4062500E+00,+2.0187500E+00,+1.7437501E+00
-2.5900E-03,+2.7812500E+00,+1.9250000E+00,+1.7437501E+00
-2.5800E-03,+3.0625000E+00,+1.8937500E+00,+1.9000001E+00
-2.5700E-03,+3.2500000E+00,+1.9562500E+00,+2.1812501E+00
-2.5600E-03,+3.3125000E+00,+2.1125000E+00,+2.4625001E+00
-2.5500E-03,+3.1875000E+00,+2.3312500E+00,+2.8062501E+00
-2.5400E-03,+2.9375000E+00,+2.5812500E+00,+3.0250001E+00
-2.5300E-03,+2.5312500E+00,+2.8000000E+00,+3.1500001E+00
-2.5200E-03,+2.1875000E+00,+2.9562500E+00,+3.1187501E+00
-2.5100E-03,+1.8437500E+00,+2.9875000E+00,+3.0250001E+00
-2.5000E-03,+1.5937500E+00,+2.9250000E+00,+2.7750001E+00
-2.4900E-03,+1.5625000E+00,+2.7687500E+00,+2.4312501E+00
-2.4800E-03,+1.6250000E+00,+2.6125000E+00,+2.1187501E+00
-2.4700E-03,+1.8437500E+00,+2.3000000E+00,+1.9000001E+00
-2.4600E-03,+2.2500000E+00,+2.0812500E+00,+1.7437501E+00
-2.4500E-03,+2.5937500E+00,+1.9562500E+00,+1.7437501E+00
-2.4400E-03,+2.9375000E+00,+1.8937500E+00,+1.8687501E+00
-2.4300E-03,+3.2187500E+00,+1.9250000E+00,+2.0875001E+00
-2.4200E-03,+3.3437500E+00,+2.0812500E+00,+2.4000001E+00
-2.4100E-03,+3.2187500E+00,+2.2687500E+00,+2.7125001E+00
-2.4000E-03,+2.9687500E+00,+2.4875000E+00,+2.9312501E+00
-2.3900E-03,+2.6562500E+00,+2.7375000E+00,+3.1187501E+00
-2.3800E-03,+2.2812500E+00,+2.9250000E+00,+3.1187501E+00
-2.3700E-03,+1.9375000E+00,+2.9875000E+00,+3.0250001E+00
-2.3600E-03,+1.6250000E+00,+2.9562500E+00,+2.8062501E+00
-2.3500E-03,+1.5625000E+00,+2.8625000E+00,+2.5562501E+00
-2.3400E-03,+1.5625000E+00,+2.6125000E+00,+2.2125001E+00
-2.3300E-03,+1.8125000E+00,+2.3937500E+00,+1.9937501E+00
-2.3200E-03,+2.1250000E+00,+2.1750000E+00,+1.8062501E+00
-2.3100E-03,+2.5312500E+00,+1.9875000E+00,+1.7750001E+00
-2.3000E-03,+2.9375000E+00,+1.9250000E+00,+1.8687501E+00
-2.2900E-03,+3.1875000E+00,+1.9250000E+00,+2.0250001E+00
-2.2800E-03,+3.3125000E+00,+2.0187500E+00,+2.3062501E+00
-2.2700E-03,+3.2812500E+00,+2.2062500E+00,+2.6500001E+00
-2.2600E-03,+3.0625000E+00,+2.4250000E+00,+2.9312501E+00
-2.2500E-03,+2.7187500E+00,+2.6750000E+00,+3.0562501E+00
-2.2400E-03,+2.3437500E+00,+2.8937500E+00,+3.1187501E+00
-2.2300E-03,+1.9375000E+00,+2.9250000E+00,+3.0562501E+00
-2.2200E-03,+1.6562500E+00,+2.9562500E+00,+2.8687501E+00
-2.2100E-03,+1.5312500E+00,+2.8312500E+00,+2.5875001E+00
-2.2000E-03,+1.5937500E+00,+2.6437500E+00,+2.2750001E+00
-2.1900E-03,+1.7500000E+00,+2.4250000E+00,+1.9937501E+00
-2.1800E-03,+2.0937500E+00,+2.2062500E+00,+1.8375001E+00
-2.1700E-03,+2.5312500E+00,+1.9875000E+00,+1.7750001E+00
-2.1600E-03,+2.8750000E+00,+1.9562500E+00,+1.8375001E+00
-2.1500E-03,+3.1875000E+00,+1.9250000E+00,+2.0250001E+00
-2.1400E-03,+3.3125000E+00,+2.0500000E+00,+2.3062501E+00
-2.1300E-03,+3.2500000E+00,+2.2375000E+00,+2.6187501E+00
-2.1200E-03,+3.0625000E+00,+2.4562500E+00,+2.8687501E+00
-2.1100E-03,+2.7500000E+00,+2.6750000E+00,+3.0562501E+00
-2.1000E-03,+2.3437500E+00,+2.8312500E+00,+3.1187501E+00
-2.0900E-03,+1.9375000E+00,+2.9250000E+00,+3.0562501E+00
-2.0800E-03,+1.6562500E+00,+2.9562500E+00,+2.8375001E+00
-2.0700E-03,+1.5312500E+00,+2.8000000E+00,+2.5562501E+00
-2.0600E-03,+1.5625000E+00,+2.6437500E+00,+2.2750001E+00
-2.0500E-03,+1.7812500E+00,+2.4562500E+00,+1.9625001E+00
-2.0400E-03,+2.1250000E+00,+2.2375000E+00,+1.8375001E+00
-2.0300E-03,+2.5625000E+00,+2.0187500E+00,+1.7437501E+00
-2.0200E-03,+2.8750000E+00,+1.9562500E+00,+1.8375001E+00
-2.0100E-03,+3.1875000E+00,+1.9562500E+00,+2.0562501E+00
-2.0000E-03,+3.3125000E+00,+2.0500000E+00,+2.3375001E+00
-1.9900E-03,+3.2500000E+00,+2.2687500E+00,+2.6500001E+00
-1.9800E-03,+3.0312500E+00,+2.4250000E+00,+2.8687501E+00
-1.9700E-03,+2.6250000E+00,+2.7062500E+00,+3.0562501E+00
-1.9600E-03,+2.2500000E+00,+2.8312500E+00,+3.0875001E+00
-1.9500E-03,+1.8750000E+00,+2.9250000E+00,+3.0250001E+00
-1.9400E-03,+1.5937500E+00,+2.8937500E+00,+2.8062501E+00
-1.9300E-03,+1.5312500E+00,+2.8312500E+00,+2.5250001E+00
-1.9200E-03,+1.5937500E+00,+2.6437500E+00,+2.2125001E+00
-1.9100E-03,+1.8750000E+00,+2.3937500E+00,+1.9625001E+00
-1.9000E-03,+2.2500000E+00,+2.1750000E+00,+1.8375001E+00
-1.8900E-03,+2.6562500E+00,+2.0500000E+00,+1.8062501E+00
-1.8800E-03,+3.0000000E+00,+1.9562500E+00,+1.8687501E+00
-1.8700E-03,+3.2187500E+00,+1.9562500E+00,+2.1187501E+00
-1.8600E-03,+3.2812500E+00,+2.0500000E+00,+2.4312501E+00
-1.8500E-03,+3.2187500E+00,+2.3312500E+00,+2.7125001E+00
-1.8400E-03,+2.9375000E+00,+2.4875000E+00,+2.9312501E+00
-1.8300E-03,+2.5625000E+00,+2.7062500E+00,+3.0562501E+00
-1.8200E-03,+2.1250000E+00,+2.8625000E+00,+3.0875001E+00
-1.8100E-03,+1.7812500E+00,+2.9562500E+00,+2.9625001E+00
-1.8000E-03,+1.5625000E+00,+2.8937500E+00,+2.7437501E+00
-1.7900E-03,+1.5312500E+00,+2.7375000E+00,+2.4312501E+00
-1.7800E-03,+1.6875000E+00,+2.5500000E+00,+2.1500001E+00
-1.7700E-03,+1.9687500E+00,+2.3312500E+00,+1.8687501E+00
-1.7600E-03,+2.3437500E+00,+2.1125000E+00,+1.8062501E+00
-1.7500E-03,+2.7500000E+00,+1.9875000E+00,+1.8375001E+00
-1.7400E-03,+3.0625000E+00,+1.9875000E+00,+1.9937501E+00
-1.7300E-03,+3.2500000E+00,+2.0500000E+00,+2.2437501E+00
-1.7200E-03,+3.2812500E+00,+2.1750000E+00,+2.5250001E+00
-1.7100E-03,+3.0937500E+00,+2.3937500E+00,+2.7750001E+00
-1.7000E-03,+2.7812500E+00,+2.6125000E+00,+2.9625001E+00
-1.6900E-03,+2.3437500E+00,+2.8000000E+00,+3.1187501E+00
-1.6800E-03,+1.9687500E+00,+2.8937500E+00,+2.9937501E+00
-1.6700E-03,+1.6875000E+00,+2.9250000E+00,+2.8375001E+00
-1.6600E-03,+1.5625000E+00,+2.8000000E+00,+2.5875001E+00
-1.6500E-03,+1.5625000E+00,+2.6750000E+00,+2.3062501E+00
-1.6400E-03,+1.8125000E+00,+2.4250000E+00,+1.9937501E+00
-1.6300E-03,+2.1250000E+00,+2.2062500E+00,+1.8375001E+00
-1.6200E-03,+2.5625000E+00,+2.0187500E+00,+1.8375001E+00
-1.6100E-03,+2.9375000E+00,+1.9875000E+00,+1.8687501E+00
-1.6000E-03,+3.2187500E+00,+1.9875000E+00,+2.0875001E+00
-1.5900E-03,+3.3125000E+00,+2.0812500E+00,+2.3687501E+00
-1.5800E-03,+3.2187500E+00,+2.2687500E+00,+2.6500001E+00
-1.5700E-03,+2.9375000E+00,+2.4875000E+00,+2.9000001E+00
-1.5600E-03,+2.5937500E+00,+2.7062500E+00,+3.0250001E+00
-1.5500E-03,+2.1562500E+00,+2.8625000E+00,+3.0250001E+00
-1.5400E-03,+1.8125000E+00,+2.9250000E+00,+2.9000001E+00
-1.5300E-03,+1.5937500E+00,+2.8937500E+00,+2.7437501E+00
-1.5200E-03,+1.5000000E+00,+2.7375000E+00,+2.4000001E+00
-1.5100E-03,+1.6562500E+00,+2.5187500E+00,+2.1187501E+00
-1.5000E-03,+1.9687500E+00,+2.3000000E+00,+1.9312501E+00
-1.4900E-03,+2.3437500E+00,+2.1125000E+00,+1.8062501E+00
-1.4800E-03,+2.8125000E+00,+2.0187500E+00,+1.8375001E+00
-1.4700E-03,+3.1250000E+00,+1.9875000E+00,+1.9937501E+00
-1.4600E-03,+3.2812500E+00,+2.0500000E+00,+2.2750001E+00
-1.4500E-03,+3.2500000E+00,+2.2062500E+00,+2.5875001E+00
-1.4400E-03,+3.0937500E+00,+2.3937500E+00,+2.8062501E+00
-1.4300E-03,+2.6875000E+00,+2.6125000E+00,+2.9937501E+00
-1.4200E-03,+2.3125000E+00,+2.8000000E+00,+3.0562501E+00
-1.4100E-03,+1.9375000E+00,+2.8625000E+00,+2.9937501E+00
-1.4000E-03,+1.5937500E+00,+2.9250000E+00,+2.7750001E+00
-1.3900E-03,+1.5000000E+00,+2.8000000E+00,+2.4937501E+00
-1.3800E-03,+1.5937500E+00,+2.6125000E+00,+2.2125001E+00
-1.3700E-03,+1.9062500E+00,+2.3625000E+00,+1.9937501E+00
-1.3600E-03,+2.2812500E+00,+2.2062500E+00,+1.8375001E+00
-1.3500E-03,+2.6875000E+00,+2.0500000E+00,+1.8687501E+00
-1.3400E-03,+3.0625000E+00,+1.9562500E+00,+1.9937501E+00
-1.3300E-03,+3.2500000E+00,+2.0500000E+00,+2.1812501E+00
-1.3200E-03,+3.2812500E+00,+2.1750000E+00,+2.4937501E+00
-1.3100E-03,+3.1562500E+00,+2.3625000E+00,+2.7750001E+00
-1.3000E-03,+2.8125000E+00,+2.5812500E+00,+2.9625001E+00
-1.2900E-03,+2.4062500E+00,+2.7375000E+00,+3.0562501E+00
-1.2800E-03,+1.9687500E+00,+2.8625000E+00,+3.0250001E+00
-1.2700E-03,+1.6875000E+00,+2.8625000E+00,+2.8062501E+00
-1.2600E-03,+1.5625000E+00,+2.8000000E+00,+2.5875001E+00
-1.2500E-03,+1.5937500E+00,+2.6750000E+00,+2.3062501E+00
-1.2400E-03,+1.8125000E+00,+2.4562500E+00,+2.0562501E+00
-1.2300E-03,+2.1875000E+00,+2.2062500E+00,+1.8687501E+00
-1.2200E-03,+2.5937500E+00,+2.0812500E+00,+1.8687501E+00
-1.2100E-03,+3.0000000E+00,+1.9875000E+00,+1.9312501E+00
-1.2000E-03,+3.2187500E+00,+1.9875000E+00,+2.1187501E+00
-1.1900E-03,+3.3125000E+00,+2.1125000E+00,+2.4312501E+00
-1.1800E-03,+3.1562500E+00,+2.3312500E+00,+2.7125001E+00
-1.1700E-03,+2.8437500E+00,+2.5500000E+00,+2.9312501E+00
-1.1600E-03,+2.4687500E+00,+2.7375000E+00,+3.0562501E+00
-1.1500E-03,+2.0000000E+00,+2.8312500E+00,+3.0250001E+00
-1.1400E-03,+1.7187500E+00,+2.8937500E+00,+2.8687501E+00
-1.1300E-03,+1.5000000E+00,+2.8312500E+00,+2.5875001E+00
-1.1200E-03,+1.5937500E+00,+2.6750000E+00,+2.3062501E+00
-1.1100E-03,+1.8125000E+00,+2.4562500E+00,+2.0875001E+00
-1.1000E-03,+2.1875000E+00,+2.2687500E+00,+1.9312501E+00
-1.0900E-03,+2.5937500E+00,+2.0812500E+00,+1.8687501E+00
-1.0800E-03,+2.9687500E+00,+2.0187500E+00,+1.9312501E+00
-1.0700E-03,+3.2500000E+00,+2.0187500E+00,+2.1500001E+00
-1.0600E-03,+3.3125000E+00,+2.1437500E+00,+2.4625001E+00
-1.0500E-03,+3.1875000E+00,+2.3000000E+00,+2.6812501E+00
-1.0400E-03,+2.9062500E+00,+2.5187500E+00,+2.9312501E+00
-1.0300E-03,+2.4687500E+00,+2.6750000E+00,+3.0250001E+00
-1.0200E-03,+2.0625000E+00,+2.8312500E+00,+2.9937501E+00
-1.0100E-03,+1.7500000E+00,+2.8937500E+00,+2.8375001E+00
-1.0000E-03,+1.5312500E+00,+2.8312500E+00,+2.6187501E+00
-990.0E-06,+1.5625000E+00,+2.6750000E+00,+2.3062501E+00
-980.0E-06,+1.7812500E+00,+2.4562500E+00,+2.0562501E+00
-970.0E-06,+2.1875000E+00,+2.3000000E+00,+1.9000001E+00
-960.0E-06,+2.6562500E+00,+2.1125000E+00,+1.8375001E+00
-950.0E-06,+2.9687500E+00,+1.9875000E+00,+1.9312501E+00
-940.0E-06,+3.2500000E+00,+1.9875000E+00,+2.1500001E+00
-930.0E-06,+3.3125000E+00,+2.1125000E+00,+2.4312501E+00
-920.0E-06,+3.1562500E+00,+2.3000000E+00,+2.7125001E+00
-910.0E-06,+2.8437500E+00,+2.5187500E+00,+2.9312501E+00
-900.0E-06,+2.4375000E+00,+2.7062500E+00,+3.0250001E+00
-890.0E-06,+2.0312500E+00,+2.8312500E+00,+2.9937501E+00
-880.0E-06,+1.7187500E+00,+2.8625000E+00,+2.8687501E+00
-870.0E-06,+1.5625000E+00,+2.7687500E+00,+2.5875001E+00
-860.0E-06,+1.5625000E+00,+2.6437500E+00,+2.3062501E+00
-850.0E-06,+1.8437500E+00,+2.4250000E+00,+2.0875001E+00
-840.0E-06,+2.2500000E+00,+2.2375000E+00,+1.9312501E+00
-830.0E-06,+2.6875000E+00,+2.1437500E+00,+1.8687501E+00
-820.0E-06,+3.0625000E+00,+2.0187500E+00,+1.9937501E+00
-810.0E-06,+3.2500000E+00,+2.0187500E+00,+2.2125001E+00
-800.0E-06,+3.2812500E+00,+2.1750000E+00,+2.4937501E+00
-790.0E-06,+3.1250000E+00,+2.3312500E+00,+2.7437501E+00
-780.0E-06,+2.7812500E+00,+2.5500000E+00,+2.9312501E+00
-770.0E-06,+2.3437500E+00,+2.7375000E+00,+3.0562501E+00
-760.0E-06,+1.9375000E+00,+2.8625000E+00,+2.9312501E+00
-750.0E-06,+1.6250000E+00,+2.8312500E+00,+2.7750001E+00
-740.0E-06,+1.5312500E+00,+2.7687500E+00,+2.5562501E+00
-730.0E-06,+1.5937500E+00,+2.6437500E+00,+2.2750001E+00
-720.0E-06,+1.9062500E+00,+2.3937500E+00,+2.0250001E+00
-710.0E-06,+2.3125000E+00,+2.2062500E+00,+1.9000001E+00
-700.0E-06,+2.7500000E+00,+2.0500000E+00,+1.9000001E+00
-690.0E-06,+3.0937500E+00,+1.9875000E+00,+2.0250001E+00
-680.0E-06,+3.2812500E+00,+2.0500000E+00,+2.2437501E+00
-670.0E-06,+3.2812500E+00,+2.2062500E+00,+2.5250001E+00
-660.0E-06,+3.0625000E+00,+2.3625000E+00,+2.7750001E+00
-650.0E-06,+2.6875000E+00,+2.5812500E+00,+2.9625001E+00
-640.0E-06,+2.2500000E+00,+2.7687500E+00,+3.0250001E+00
-630.0E-06,+1.8437500E+00,+2.8312500E+00,+2.9312501E+00
-620.0E-06,+1.5625000E+00,+2.8000000E+00,+2.7437501E+00
-610.0E-06,+1.5312500E+00,+2.7062500E+00,+2.4625001E+00
-600.0E-06,+1.6562500E+00,+2.5500000E+00,+2.1500001E+00
-590.0E-06,+2.0000000E+00,+2.3625000E+00,+1.9625001E+00
-580.0E-06,+2.4375000E+00,+2.1437500E+00,+1.9000001E+00
-570.0E-06,+2.9062500E+00,+2.0500000E+00,+1.9312501E+00
-560.0E-06,+3.1875000E+00,+2.0187500E+00,+2.0875001E+00
-550.0E-06,+3.3125000E+00,+2.1125000E+00,+2.3687501E+00
